1.000	0.925	0.000
1.000	0.872	0.000
1.000	0.836	0.000
1.000	0.804	0.000
1.000	0.777	0.000
1.000	0.752	0.000
1.000	0.730	0.000
1.000	0.713	0.000
1.000	0.696	0.000
1.000	0.681	0.000


1.000	0.925	0.000
1.000	0.872	0.000
1.000	0.836	0.000
1.000	0.804	0.000
1.000	0.777	0.000
1.000	0.752	0.000
1.000	0.730	0.000
1.000	0.713	0.000
1.000	0.696	0.000
1.000	0.681	0.000
