1        	0.147	26233827	0.000	1.000	0.000	-0.000	0.000	0.000
2        	0.090	11659971	0.000	0.003	0.000	0.000	-0.000	0.000
3        	0.117	3644390	0.005	0.047	0.009	0.000	0.005	0.000
4        	0.129	839928	0.005	0.047	0.009	0.000	0.005	0.000
5        	0.213	597908	0.005	0.047	0.009	0.000	0.005	0.000
6        	0.365	501180	0.005	0.047	0.009	0.000	0.005	0.000
7        	0.437	410590	0.026	0.023	0.024	0.028	0.023	0.000
8        	0.532	353170	0.026	0.023	0.025	0.028	0.023	0.000
9        	0.800	333905	0.023	0.014	0.017	0.016	0.014	0.000
10       	0.820	292892	0.024	0.014	0.018	0.018	0.014	0.000
11       	0.752	267304	0.029	0.017	0.021	0.022	0.017	0.000
12       	1.181	242512	0.025	0.015	0.019	0.018	0.015	0.000
13       	1.278	224555	0.038	0.018	0.025	0.019	0.018	0.000
14       	1.363	207811	0.031	0.015	0.020	0.017	0.015	0.000
15       	1.396	195337	0.038	0.018	0.025	0.019	0.018	0.000
