2.000000	0.2338	0.847	0.000
10.000000	4.6330	0.868	0.000
20.000000	2.9720	0.931	0.000
30.000000	3.7265	0.934	0.000
40.000000	5.6655	0.945	0.000
50.000000	3.8750	0.942	0.000
60.000000	4.1034	0.952	0.000
70.000000	4.5906	0.953	0.000
80.000000	5.6654	0.957	0.000
90.000000	6.2832	0.961	0.000
100.000000	4.4150	0.961	0.000
